,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
ENSG00000112514,768.4669396,0.497763555,0.077834184,6.395179174,1.60E-10,6.66E-09,
ENSG00000253313,304.2468582,0.497137637,0.116381245,4.271630151,1.94E-05,0.000305041,
ENSG00000184232,578.9043005,0.49568988,0.088549602,5.597878139,2.17E-08,6.46E-07,
ENSG00000169231,307.2259919,0.495566902,0.121034972,4.094410838,4.23E-05,0.000604762,
ENSG00000227051,380.653195,0.494673812,0.111371149,4.441669301,8.93E-06,0.000153051,
ENSG00000197959,145.9285116,0.494491878,0.16528632,2.991728999,0.002774024,0.020888359,
ENSG00000119655,3040.311515,0.494179635,0.052178278,9.470983997,2.77E-21,3.79E-19,
ENSG00000137819,239.7075783,0.494019651,0.13581117,3.637548008,0.000275246,0.002998747,
ENSG00000173267,1115.634496,0.493792286,0.078956446,6.253983191,4.00E-10,1.55E-08,
ENSG00000254726,318.6067425,0.493640646,0.113265483,4.358261978,1.31E-05,0.000214653,
ENSG00000185010,225.9535395,0.493145122,0.135283726,3.645265673,0.000267116,0.002922122,
ENSG00000141934,355.2400437,0.49279195,0.110214047,4.471226323,7.78E-06,0.000134997,
ENSG00000183248,1144.743981,0.492593571,0.074611446,6.602117968,4.05E-11,1.85E-09,
ENSG00000111962,201.6425195,0.492548331,0.144401242,3.410970179,0.000647322,0.00622532,
ENSG00000167700,808.3998723,0.49198125,0.082365954,5.973114219,2.33E-09,8.03E-08,
ENSG00000100292,348.5019406,0.49149926,0.129370815,3.799150984,0.000145193,0.001744569,
ENSG00000111319,11626.19931,0.490933487,0.050509967,9.719536807,2.49E-22,3.70E-20,
ENSG00000115844,428.1617008,0.49065406,0.105234376,4.662488406,3.12E-06,6.08E-05,
ENSG00000185686,316.1946417,0.490535873,0.113297503,4.329626494,1.49E-05,0.00024044,
ENSG00000081059,2658.019816,0.490372273,0.052973916,9.256862748,2.11E-20,2.63E-18,
ENSG00000250742,153.5482477,0.490293543,0.17404568,2.817039428,0.004846858,0.032511976,
ENSG00000204386,649.3571192,0.489722834,0.083069097,5.895367288,3.74E-09,1.24E-07,
ENSG00000117266,367.6874877,0.489535316,0.107399795,4.558065641,5.16E-06,9.45E-05,
ENSG00000084764,137.0144044,0.489033031,0.169105742,2.891877145,0.003829477,0.026968283,
ENSG00000269609,176.8952282,0.48738569,0.146693852,3.322468414,0.000892248,0.008125683,
ENSG00000176490,449.8883064,0.487135586,0.103281803,4.716567398,2.40E-06,4.77E-05,
ENSG00000183250,155.1604489,0.485686952,0.157509823,3.083534367,0.002045575,0.016301308,
ENSG00000151364,203.989134,0.483580895,0.150068812,3.222394364,0.00127124,0.010946943,
ENSG00000140939,132.5158474,0.483508049,0.178632461,2.706719972,0.006795155,0.042620874,
ENSG00000182492,26079.3527,0.483112951,0.064682826,7.468952437,8.08E-14,5.40E-12,
ENSG00000216895,121.2186709,0.482166829,0.177991786,2.708927412,0.006750111,0.042431077,
ENSG00000213452,404.4309096,0.480978056,0.10551346,4.55845212,5.15E-06,9.44E-05,
ENSG00000111863,264.1585074,0.480827462,0.124148529,3.873001696,0.000107503,0.001349836,
ENSG00000174516,942.7495855,0.479444362,0.075447825,6.354647848,2.09E-10,8.46E-09,
ENSG00000019582,2200.363888,0.479014466,0.065649728,7.296518661,2.95E-13,1.82E-11,
ENSG00000197444,876.7747931,0.47835916,0.076271834,6.271766849,3.57E-10,1.39E-08,
ENSG00000165949,2117.89434,0.478142658,0.054985693,8.695764798,3.45E-18,3.46E-16,
ENSG00000253570,155.7337491,0.47791907,0.168474951,2.836736671,0.004557719,0.03095489,
ENSG00000173581,485.3641909,0.477880313,0.097063833,4.923361256,8.51E-07,1.88E-05,
ENSG00000177685,199.6927255,0.476873353,0.140429168,3.395828364,0.000684212,0.006512324,
ENSG00000163517,375.2684852,0.476526143,0.110959037,4.294613176,1.75E-05,0.000277703,
ENSG00000229273,128.6850172,0.47639691,0.17905954,2.660550288,0.007801308,0.047522217,
ENSG00000138413,1852.697755,0.475890954,0.07487996,6.355384751,2.08E-10,8.44E-09,
ENSG00000103089,141.12839,0.475316364,0.167742146,2.833613231,0.0046025,0.031195757,
ENSG00000242013,154.298259,0.474477151,0.166803316,2.844530682,0.00444769,0.030413239,
ENSG00000141293,149.0083154,0.472932078,0.163718354,2.888693096,0.003868464,0.027197826,
ENSG00000166823,543.2538309,0.472884654,0.098768079,4.787828813,1.69E-06,3.46E-05,
ENSG00000184258,138.8671781,0.472781217,0.167388069,2.82446186,0.004736008,0.031939043,
ENSG00000139880,515.3887188,0.471297522,0.093062962,5.064286712,4.10E-07,9.69E-06,
ENSG00000185745,136.831334,0.468424465,0.167898938,2.789919158,0.00527212,0.034875502,
ENSG00000253810,150.0924345,0.46718184,0.16056803,2.909557033,0.003619413,0.025766838,
ENSG00000266899,1308.227609,0.46644693,0.067469711,6.913427132,4.73E-12,2.46E-10,
ENSG00000126005,1317.498674,0.46636628,0.068378532,6.820361124,9.08E-12,4.55E-10,
ENSG00000149485,5229.738036,0.465805574,0.072044898,6.46549008,1.01E-10,4.30E-09,
ENSG00000123384,2375.245604,0.465725151,0.061706455,7.547430025,4.44E-14,3.04E-12,
ENSG00000130775,141.7054802,0.465292433,0.170039387,2.73638032,0.006211919,0.039748189,
ENSG00000013364,3488.410372,0.464918093,0.054850387,8.476113276,2.33E-17,2.19E-15,
ENSG00000170579,1169.966885,0.46478565,0.070406915,6.601420444,4.07E-11,1.85E-09,
ENSG00000108846,1076.390117,0.463653619,0.084270536,5.501965949,3.76E-08,1.08E-06,
ENSG00000105223,1119.611583,0.462990479,0.073928194,6.262705098,3.78E-10,1.47E-08,
ENSG00000272482,217.3298616,0.462980068,0.134509612,3.441985016,0.000577462,0.005628926,
ENSG00000111344,984.4088077,0.46290424,0.088227251,5.246726349,1.55E-07,3.96E-06,
ENSG00000139725,1107.214134,0.462289491,0.082821733,5.581741325,2.38E-08,7.02E-07,
ENSG00000162745,199.3510406,0.461299676,0.147364805,3.130324619,0.001746132,0.014254286,
ENSG00000004799,285.2106567,0.461032744,0.142926239,3.22566904,0.001256786,0.010836408,
ENSG00000165288,1445.813186,0.460752063,0.068727168,6.70407457,2.03E-11,9.76E-10,
ENSG00000120068,232.7898238,0.460716372,0.132884108,3.467053953,0.000526196,0.005228132,
ENSG00000102996,282.3775877,0.460401542,0.121748783,3.781569962,0.000155842,0.001853685,
ENSG00000148677,364.9626329,0.460256844,0.116771501,3.941516878,8.10E-05,0.001063167,
ENSG00000164051,485.7548478,0.459241951,0.096067078,4.780430117,1.75E-06,3.58E-05,
ENSG00000132938,377.5131815,0.458203407,0.108699737,4.215312909,2.49E-05,0.000380782,
ENSG00000150347,479.5877756,0.457609797,0.111683192,4.097391801,4.18E-05,0.000598306,
ENSG00000147402,1161.722115,0.456676149,0.067703756,6.745211437,1.53E-11,7.47E-10,
ENSG00000182359,133.7046051,0.456166558,0.170242157,2.679515848,0.007372871,0.045449826,
ENSG00000197415,583.9868651,0.45552969,0.090112303,5.055133161,4.30E-07,1.01E-05,
ENSG00000102109,424.0361295,0.454891363,0.109447339,4.156257851,3.24E-05,0.000477178,
ENSG00000234702,139.8753685,0.453453349,0.171058637,2.650864974,0.008028593,0.04864919,
ENSG00000143198,1166.379616,0.451928099,0.067497516,6.695477494,2.15E-11,1.03E-09,
ENSG00000104368,225.7241037,0.449438762,0.140973009,3.18811924,0.001432015,0.012067607,
ENSG00000187486,199.9757814,0.449236908,0.139847966,3.212323494,0.00131666,0.011256045,
ENSG00000213445,768.3134868,0.448755502,0.082206028,5.458912339,4.79E-08,1.34E-06,
ENSG00000178053,264.3063257,0.447309357,0.142427872,3.140602675,0.001686006,0.013853521,
ENSG00000052795,293.4570474,0.447203091,0.117947867,3.791531814,0.000149721,0.001792547,
ENSG00000119922,311.46258,0.446992835,0.113101358,3.952143839,7.75E-05,0.001025744,
ENSG00000119917,506.5673319,0.446001798,0.093024451,4.794457722,1.63E-06,3.37E-05,
ENSG00000119537,1864.104599,0.445561464,0.056588822,7.873665665,3.44E-15,2.63E-13,
ENSG00000231341,204.4162533,0.445367287,0.14473631,3.077094391,0.002090291,0.01659184,
ENSG00000224818,273.2442071,0.445232762,0.119637629,3.72151108,0.000198034,0.002272134,
ENSG00000226887,894.0185255,0.445217308,0.07427905,5.993847656,2.05E-09,7.15E-08,
ENSG00000069399,1496.807737,0.444519357,0.073873449,6.017308864,1.77E-09,6.23E-08,
ENSG00000132879,362.4452684,0.44442085,0.110781369,4.011693077,6.03E-05,0.0008211,
ENSG00000152022,174.2991964,0.444249879,0.14959794,2.96962565,0.002981628,0.022152706,
ENSG00000198794,1131.22236,0.443879639,0.068292484,6.499685128,8.05E-11,3.49E-09,
ENSG00000253276,1474.534053,0.443282707,0.064814752,6.83922556,7.96E-12,4.02E-10,
ENSG00000214617,137.935927,0.442387137,0.163907095,2.699011512,0.006954577,0.043498584,
ENSG00000165215,4360.546036,0.442172089,0.066723726,6.626909467,3.43E-11,1.59E-09,
ENSG00000160183,250.5035471,0.441510587,0.126704591,3.484566608,0.000492935,0.004944113,
ENSG00000049323,1017.353136,0.440521466,0.074187377,5.937957139,2.89E-09,9.79E-08,
ENSG00000177614,155.0561311,0.440073329,0.15945952,2.759780851,0.005784015,0.037617629,
ENSG00000171443,205.3171193,0.440049151,0.141214278,3.116180291,0.001832102,0.014805886,
ENSG00000158715,295.4549075,0.43996151,0.115847777,3.797755314,0.000146012,0.001752323,
ENSG00000224259,184.6663568,0.439907231,0.144546214,3.04336736,0.002339465,0.018167708,
ENSG00000144218,671.8121791,0.439101141,0.087139463,5.039061828,4.68E-07,1.09E-05,
ENSG00000196743,1417.345732,0.438465648,0.065675766,6.676216723,2.45E-11,1.16E-09,
ENSG00000168077,1422.528585,0.43816599,0.095807879,4.573381582,4.80E-06,8.90E-05,
ENSG00000106066,446.1188479,0.438082324,0.10651169,4.112997594,3.91E-05,0.000563262,
ENSG00000151726,1541.002807,0.437922351,0.067529847,6.484871036,8.88E-11,3.81E-09,
ENSG00000055732,1019.348061,0.437870136,0.070248975,6.233117765,4.57E-10,1.74E-08,
ENSG00000213015,405.1506214,0.437443142,0.112476961,3.889179948,0.000100584,0.001279749,
ENSG00000204054,476.1314616,0.437376495,0.09496866,4.605482415,4.12E-06,7.76E-05,
ENSG00000102230,183.5066439,0.437301936,0.155279687,2.816221143,0.004859221,0.032584026,
ENSG00000040608,524.7938359,0.437092208,0.102107489,4.280706661,1.86E-05,0.000293782,
ENSG00000107537,885.6364672,0.436507295,0.072565824,6.015328867,1.80E-09,6.29E-08,
ENSG00000172575,5564.714916,0.435531262,0.049432959,8.810544039,1.25E-18,1.32E-16,
ENSG00000136854,357.8010922,0.435168508,0.114199586,3.810596188,0.000138632,0.001675763,
ENSG00000244405,1164.312917,0.43483248,0.075727349,5.742079762,9.35E-09,2.94E-07,
ENSG00000067798,182.9673295,0.434538939,0.151084976,2.876122762,0.004025931,0.028064176,
ENSG00000165240,223.7515736,0.433757629,0.139720502,3.104466578,0.001906225,0.015312296,
ENSG00000012171,2398.014977,0.433264079,0.057213475,7.572762864,3.65E-14,2.54E-12,
ENSG00000154134,188.744468,0.43322504,0.142464335,3.0409368,0.002358433,0.018300859,
ENSG00000132635,523.6025509,0.43222688,0.098406016,4.392281047,1.12E-05,0.000187475,
ENSG00000175182,767.648837,0.431724822,0.077096581,5.599792078,2.15E-08,6.42E-07,
ENSG00000184588,390.5289137,0.431163962,0.104017632,4.145104555,3.40E-05,0.000497044,
ENSG00000162066,721.6000738,0.430842993,0.080768276,5.334309625,9.59E-08,2.53E-06,
ENSG00000162512,935.0999378,0.430832938,0.074559714,5.778360923,7.54E-09,2.44E-07,
ENSG00000212724,494.0675485,0.430702652,0.094271968,4.56872453,4.91E-06,9.06E-05,
ENSG00000215572,320.2466643,0.430320368,0.134702084,3.194608107,0.001400208,0.011819406,
ENSG00000154917,474.1590536,0.430059052,0.099008006,4.343679554,1.40E-05,0.000227377,
ENSG00000169026,754.9386686,0.430048571,0.080735537,5.326632939,1.00E-07,2.62E-06,
ENSG00000182568,456.6735977,0.429670051,0.09762072,4.401422687,1.08E-05,0.000181254,
ENSG00000175898,325.9940707,0.429426817,0.120230467,3.571697143,0.000354675,0.003715031,
ENSG00000160767,2778.032934,0.428180417,0.055120923,7.768019744,7.97E-15,5.82E-13,
ENSG00000267533,457.0487989,0.427766465,0.11018593,3.882224042,0.000103505,0.001310286,
ENSG00000217128,1398.258854,0.427668992,0.065700819,6.509340376,7.55E-11,3.28E-09,
ENSG00000170293,426.577822,0.427533011,0.107234965,3.986880674,6.69E-05,0.00090267,
ENSG00000141404,509.8318811,0.427156936,0.090462603,4.72191735,2.34E-06,4.67E-05,
ENSG00000224769,255.8422028,0.426729683,0.148381387,2.875897658,0.004028803,0.028074455,
ENSG00000167771,332.8066994,0.425395372,0.114092974,3.72849753,0.000192625,0.00221719,
ENSG00000148180,1447.189972,0.425062889,0.079386233,5.354365257,8.59E-08,2.28E-06,
ENSG00000127220,284.8861981,0.424915187,0.12668184,3.354191774,0.000795972,0.00738959,
ENSG00000116954,1746.290868,0.424171706,0.062260884,6.812812114,9.57E-12,4.77E-10,
ENSG00000236567,162.162526,0.424113162,0.154711081,2.74132376,0.006119218,0.039276386,
ENSG00000198715,689.4660788,0.422209799,0.083696563,5.04452973,4.55E-07,1.06E-05,
ENSG00000107186,388.6704796,0.421767908,0.105899432,3.982721164,6.81E-05,0.000916775,
ENSG00000160284,237.4270176,0.420904574,0.128309143,3.280394244,0.001036621,0.009231259,
ENSG00000100299,790.6283354,0.42018172,0.07642835,5.49772066,3.85E-08,1.10E-06,
ENSG00000011478,336.7052201,0.420037844,0.111662905,3.761659654,0.00016879,0.001987681,
ENSG00000188603,320.2674747,0.419382599,0.116670746,3.594582321,0.000324912,0.003453699,
ENSG00000184489,186.12166,0.418213793,0.154876115,2.700311741,0.006927453,0.04336944,
ENSG00000142765,210.519078,0.417878773,0.135823134,3.076639167,0.002093486,0.016604076,
ENSG00000170439,214.1821687,0.417338156,0.138886712,3.004881814,0.002656841,0.020179935,
ENSG00000198555,231.0725112,0.417308183,0.137152398,3.042660491,0.002344967,0.018203398,
ENSG00000167861,1336.967776,0.417285533,0.066799614,6.246825543,4.19E-10,1.62E-08,
ENSG00000184867,868.7400497,0.417146395,0.075898181,5.496131674,3.88E-08,1.11E-06,
ENSG00000010278,6900.62006,0.416906975,0.04714182,8.843675856,9.26E-19,9.90E-17,
ENSG00000236876,434.4596252,0.41681458,0.121328814,3.435412972,0.000591651,0.005750497,
ENSG00000169926,7566.508963,0.415769712,0.047653513,8.724849215,2.67E-18,2.70E-16,
ENSG00000160408,382.7768915,0.415569788,0.102994851,4.034859824,5.46E-05,0.000755933,
ENSG00000176945,849.5352254,0.415095316,0.086492544,4.799203471,1.59E-06,3.31E-05,
ENSG00000113916,1087.858115,0.415064425,0.081819085,5.072953641,3.92E-07,9.31E-06,
ENSG00000135454,432.1892049,0.411330967,0.103479503,3.974999453,7.04E-05,0.000941987,
ENSG00000168118,539.6547275,0.410617694,0.099128378,4.142281979,3.44E-05,0.000502787,
ENSG00000162545,1787.244459,0.410613951,0.059915675,6.853197419,7.22E-12,3.70E-10,
ENSG00000170477,7968.357947,0.410079727,0.062871007,6.52255699,6.91E-11,3.03E-09,
ENSG00000125257,375.4745334,0.409898301,0.111310368,3.682480859,0.000230975,0.002586562,
ENSG00000177732,4204.710659,0.408408189,0.051916166,7.866686297,3.64E-15,2.76E-13,
ENSG00000198691,9187.185089,0.408238731,0.065319406,6.249884325,4.11E-10,1.59E-08,
ENSG00000169750,285.5155327,0.40801922,0.13327669,3.061444719,0.002202717,0.017298396,
ENSG00000184347,1915.678061,0.407290608,0.068017651,5.988013423,2.12E-09,7.37E-08,
ENSG00000138439,603.8068097,0.405599419,0.089325213,4.540704761,5.61E-06,0.000101475,
ENSG00000255737,197.0826964,0.405412367,0.143684337,2.821548781,0.004779237,0.032155013,
ENSG00000154274,199.5729932,0.405244568,0.138203232,2.932236551,0.003365303,0.024328514,
ENSG00000166886,994.9392506,0.40519106,0.070506848,5.74683272,9.09E-09,2.86E-07,
ENSG00000132535,164.9242724,0.405151051,0.152155777,2.66273853,0.007750761,0.047278598,
ENSG00000109089,3648.602574,0.405089372,0.05445246,7.439321824,1.01E-13,6.69E-12,
ENSG00000095209,289.0213281,0.403738396,0.118617573,3.403697999,0.000664802,0.00635994,
ENSG00000131069,724.9378333,0.403054845,0.08922265,4.517405016,6.26E-06,0.000111793,
ENSG00000081052,234.804043,0.403007611,0.133122008,3.027355263,0.002467038,0.018973495,
ENSG00000124313,418.956954,0.401889009,0.099676955,4.031915002,5.53E-05,0.000764418,
ENSG00000231087,188.3948456,0.401785701,0.148436098,2.706792399,0.006793673,0.042620874,
ENSG00000130821,6474.99015,0.401546438,0.047640151,8.428739813,3.49E-17,3.21E-15,
ENSG00000198933,374.0852182,0.401481863,0.106644828,3.764663213,0.000166774,0.001969714,
ENSG00000175197,396.18142,0.401106428,0.106275376,3.774217907,0.00016051,0.001903574,
ENSG00000181392,344.1935414,0.401031346,0.109842632,3.650962634,0.000261259,0.002871279,
ENSG00000170340,1406.431838,0.400684719,0.068017101,5.890940867,3.84E-09,1.27E-07,
ENSG00000130522,6958.89765,0.400614128,0.054568209,7.341529716,2.11E-13,1.35E-11,
ENSG00000213785,820.4516941,0.400147981,0.075467138,5.302281097,1.14E-07,2.96E-06,
ENSG00000104823,880.1831783,0.399372975,0.080002481,4.992007348,5.98E-07,1.37E-05,
ENSG00000115884,1856.061675,0.398353227,0.058797665,6.77498383,1.24E-11,6.16E-10,
ENSG00000108852,356.6930519,0.398340295,0.105946427,3.759827568,0.000170031,0.001998779,
ENSG00000052344,1633.341175,0.397383184,0.067359226,5.899461829,3.65E-09,1.22E-07,
ENSG00000169220,261.0408554,0.397058289,0.132268868,3.00190284,0.002682978,0.020347688,
ENSG00000149932,651.6799755,0.396964612,0.088687103,4.476012835,7.60E-06,0.000132625,
ENSG00000180694,1885.104131,0.396037772,0.059248478,6.684353505,2.32E-11,1.10E-09,
ENSG00000156587,1638.079304,0.395957275,0.060230243,6.574060748,4.90E-11,2.19E-09,
ENSG00000165322,1879.984644,0.395929739,0.06254023,6.33080081,2.44E-10,9.68E-09,
ENSG00000085185,870.8865181,0.394800944,0.079746385,4.950706443,7.39E-07,1.67E-05,
ENSG00000174307,2662.759236,0.394148396,0.060831645,6.479331579,9.21E-11,3.94E-09,
ENSG00000113946,1480.357992,0.393958424,0.076969564,5.118366335,3.08E-07,7.55E-06,
ENSG00000127585,854.6419933,0.393390367,0.083182264,4.729257756,2.25E-06,4.51E-05,
ENSG00000100379,332.0904711,0.393152819,0.110342536,3.563021415,0.000366611,0.003828072,
ENSG00000164061,311.0716008,0.393111164,0.115053451,3.416769865,0.000633688,0.006108828,
ENSG00000166250,382.2915327,0.39308616,0.109393319,3.593328761,0.00032648,0.003466696,
ENSG00000165821,792.6570705,0.39268903,0.080487069,4.878908323,1.07E-06,2.31E-05,
ENSG00000100075,3926.028403,0.392018448,0.051297136,7.642111797,2.14E-14,1.52E-12,
ENSG00000128011,745.715614,0.391343281,0.085669736,4.56804582,4.92E-06,9.08E-05,
ENSG00000237149,242.5940521,0.390912193,0.147472534,2.650745751,0.008031427,0.04864919,
ENSG00000165912,1141.678266,0.390072289,0.07448769,5.236734936,1.63E-07,4.16E-06,
ENSG00000130511,321.5595922,0.389894547,0.110293859,3.535052174,0.000407695,0.00419766,
ENSG00000141150,546.848054,0.389530041,0.100353431,3.881581715,0.000103779,0.001312099,
ENSG00000167106,1192.858498,0.389335437,0.069110764,5.633499214,1.77E-08,5.36E-07,
ENSG00000180818,800.9851801,0.389284584,0.078754985,4.942983433,7.69E-07,1.73E-05,
ENSG00000129422,2560.049026,0.388965098,0.052994673,7.339701886,2.14E-13,1.36E-11,
ENSG00000144115,511.6108833,0.388142922,0.091388203,4.247188484,2.16E-05,0.000336005,
ENSG00000198835,230.6564286,0.388058333,0.13181652,2.943927916,0.003240755,0.023615075,
ENSG00000250056,385.8960598,0.387391088,0.105177012,3.683229637,0.000230298,0.002580411,
ENSG00000215035,370.6426381,0.387104839,0.111507144,3.471569859,0.000517425,0.005166373,
ENSG00000102038,762.2933858,0.387069966,0.093380537,4.145081811,3.40E-05,0.000497044,
ENSG00000176697,1408.653643,0.386251324,0.064767013,5.963704448,2.47E-09,8.45E-08,
ENSG00000024422,2907.184988,0.386226977,0.061182993,6.312652582,2.74E-10,1.08E-08,
ENSG00000213465,1052.702829,0.386042206,0.082523302,4.677978182,2.90E-06,5.67E-05,
ENSG00000139182,1293.079994,0.385906358,0.064957033,5.940948007,2.83E-09,9.63E-08,
ENSG00000170458,298.6902298,0.385650255,0.117293379,3.287911552,0.001009335,0.00901356,
ENSG00000183696,752.2788679,0.385198334,0.091163086,4.225376218,2.39E-05,0.000365825,
ENSG00000169403,426.9367009,0.384996312,0.099882831,3.854479382,0.000115976,0.0014427,
ENSG00000183386,197.1204252,0.384297428,0.142805456,2.691055639,0.007122631,0.044237532,
ENSG00000213856,757.1883195,0.38310567,0.082699891,4.632480962,3.61E-06,6.90E-05,
ENSG00000174599,444.4073987,0.382990895,0.108738734,3.522120243,0.00042811,0.004363637,
ENSG00000169035,10804.86837,0.382774045,0.052270753,7.322910432,2.43E-13,1.52E-11,
ENSG00000254213,454.637848,0.382717475,0.100899949,3.793039315,0.000148815,0.001782758,
ENSG00000073905,2075.581408,0.382607522,0.056743664,6.742735595,1.55E-11,7.58E-10,
ENSG00000212747,393.8898579,0.382585421,0.102385665,3.736708841,0.000186445,0.002160446,
ENSG00000135046,12004.90456,0.38238179,0.039753304,9.61886812,6.66E-22,9.42E-20,
ENSG00000174080,190.2197519,0.382277409,0.142400028,2.684531837,0.007263147,0.044939373,
ENSG00000165185,366.3693519,0.382149817,0.116000825,3.294371553,0.00098642,0.008850907,
ENSG00000101773,9238.377596,0.382025839,0.050971291,7.494921733,6.63E-14,4.47E-12,
ENSG00000187840,1573.864678,0.381192742,0.062847829,6.06532874,1.32E-09,4.72E-08,
ENSG00000160932,3612.492785,0.381169469,0.052574349,7.250103392,4.16E-13,2.47E-11,
ENSG00000156521,1085.818818,0.381039701,0.069341923,5.495084147,3.91E-08,1.11E-06,
ENSG00000184292,41898.75206,0.38058095,0.049738254,7.651674962,1.98E-14,1.42E-12,
ENSG00000149809,1966.327225,0.380064518,0.056789831,6.692474851,2.19E-11,1.05E-09,
ENSG00000166979,376.1915694,0.3798232,0.109746597,3.460910945,0.000538351,0.005319003,
ENSG00000182985,1950.107056,0.378730699,0.059792907,6.334040565,2.39E-10,9.50E-09,
ENSG00000171992,1772.478415,0.378614094,0.073763038,5.132843039,2.85E-07,7.06E-06,
ENSG00000133433,187.8819819,0.378231478,0.141918282,2.665135682,0.007695727,0.047007342,
ENSG00000196636,533.2098041,0.378175178,0.090465804,4.180310806,2.91E-05,0.000434504,
ENSG00000130226,280.2025259,0.377919286,0.117792538,3.208346564,0.001335005,0.011388643,
ENSG00000122678,329.1209754,0.377210365,0.111538129,3.381896113,0.000719874,0.006777067,
ENSG00000196517,474.4498401,0.37699368,0.100912003,3.735865576,0.000187071,0.002164889,
ENSG00000239527,397.887655,0.376826526,0.128321217,2.936587856,0.003318448,0.024033029,
ENSG00000188931,282.546571,0.376731179,0.119268079,3.15869243,0.001584786,0.013145483,
ENSG00000112715,1280.707679,0.37672122,0.069316548,5.434794846,5.49E-08,1.52E-06,
ENSG00000172927,643.8040032,0.37605579,0.08403133,4.475185501,7.63E-06,0.000133024,
ENSG00000221955,820.5584037,0.375538894,0.08368102,4.487742814,7.20E-06,0.00012663,
ENSG00000258440,595.1517135,0.374602942,0.089819805,4.170605148,3.04E-05,0.000452087,
ENSG00000130758,456.0894466,0.374372165,0.095968999,3.900969783,9.58E-05,0.001230681,
ENSG00000119950,685.807311,0.374130995,0.081347567,4.599166345,4.24E-06,7.95E-05,
ENSG00000100196,505.3543419,0.374080424,0.09508072,3.934345717,8.34E-05,0.001091844,
ENSG00000130881,919.929362,0.373437503,0.080406809,4.644351721,3.41E-06,6.58E-05,
ENSG00000055118,1446.85857,0.373272053,0.074501084,5.010290211,5.43E-07,1.25E-05,
ENSG00000103249,2001.469435,0.371471791,0.062213708,5.970899364,2.36E-09,8.13E-08,
ENSG00000162174,295.0033461,0.371272977,0.118866932,3.12343366,0.001787542,0.014526069,
ENSG00000089356,273.1867637,0.37117449,0.127576734,2.90942147,0.003620983,0.025768883,
ENSG00000143578,286.0269903,0.371142051,0.119741011,3.099539985,0.001938214,0.015531999,
ENSG00000065057,617.8332271,0.3705813,0.086559511,4.28123143,1.86E-05,0.00029332,
ENSG00000102977,464.2566524,0.370509711,0.09512116,3.895134479,9.81E-05,0.001255072,
ENSG00000176058,832.2983417,0.370147835,0.087403795,4.23491718,2.29E-05,0.000351438,
ENSG00000100350,1185.069561,0.369424207,0.069303976,5.330490822,9.79E-08,2.57E-06,
ENSG00000105519,313.6599768,0.369262735,0.11555253,3.195626574,0.001395276,0.011792084,
ENSG00000172818,630.018193,0.368884664,0.085773765,4.300670058,1.70E-05,0.000271076,
ENSG00000221968,638.9291559,0.368851363,0.086256584,4.27621112,1.90E-05,0.000299539,
ENSG00000174669,2329.231379,0.368728115,0.067794423,5.438915139,5.36E-08,1.49E-06,
ENSG00000072954,454.5723814,0.368381227,0.100457657,3.667029845,0.000245384,0.002722125,
ENSG00000169241,1203.595142,0.368225927,0.06539697,5.630626717,1.80E-08,5.43E-07,
ENSG00000108784,599.1650001,0.367123543,0.091114248,4.02926602,5.60E-05,0.000770433,
ENSG00000161642,309.5954794,0.367010411,0.113940077,3.221082704,0.001277073,0.010978346,
ENSG00000144909,2598.984007,0.366556355,0.057688989,6.354008996,2.10E-10,8.48E-09,
ENSG00000101680,449.0295486,0.366449601,0.100529634,3.645189837,0.000267194,0.002922122,
ENSG00000077942,1189.077604,0.366296321,0.078210711,4.683454673,2.82E-06,5.54E-05,
ENSG00000179886,531.1849493,0.365991128,0.10737028,3.408681881,0.000652776,0.006268767,
ENSG00000154328,342.0886688,0.365805486,0.109076196,3.353669253,0.000797476,0.007396721,
ENSG00000231270,319.4123257,0.36550653,0.123937513,2.949119445,0.003186808,0.023340492,
ENSG00000001630,289.126706,0.365345978,0.136290362,2.680644276,0.007348058,0.045324681,
ENSG00000103160,354.7714749,0.36449081,0.111059179,3.281951253,0.001030914,0.009184509,
ENSG00000071246,375.477886,0.364149934,0.105320146,3.457552497,0.000545106,0.005370858,
ENSG00000136144,441.8645894,0.364004541,0.104793905,3.473527785,0.000513664,0.005131533,
ENSG00000141526,5244.351462,0.363976,0.050522065,7.204297804,5.83E-13,3.37E-11,
ENSG00000138193,2676.005151,0.363206244,0.055098577,6.591935086,4.34E-11,1.96E-09,
ENSG00000095383,3196.612039,0.363100796,0.07113558,5.104348531,3.32E-07,8.05E-06,
ENSG00000254682,312.8109866,0.362933247,0.122606323,2.960151131,0.003074882,0.022702819,
ENSG00000164626,493.0414359,0.362266246,0.099317474,3.647557987,0.000264745,0.002904816,
ENSG00000176978,1646.713408,0.361911142,0.066558328,5.437503521,5.40E-08,1.50E-06,
ENSG00000148926,333.8915714,0.36174338,0.120601892,2.999483456,0.002704378,0.020463637,
ENSG00000221890,810.4862586,0.361244068,0.078684968,4.591017547,4.41E-06,8.23E-05,
ENSG00000158691,257.769629,0.360684719,0.125968939,2.863282988,0.004192759,0.02898573,
ENSG00000169710,57534.22888,0.360671263,0.045087836,7.999303094,1.25E-15,1.01E-13,
ENSG00000133169,453.8459509,0.360653573,0.096823991,3.724836888,0.000195442,0.002246236,
